post_id,meta_key,meta_value
81705,_ywgc_balance_total,600
81707,_ywgc_balance_total,300
81708,_ywgc_balance_total,150
81709,_ywgc_balance_total,150
81710,_ywgc_balance_total,150
81711,_ywgc_balance_total,500
81712,_ywgc_balance_total,200
81713,_ywgc_balance_total,140
81719,_ywgc_balance_total,50
81722,_ywgc_balance_total,250
81724,_ywgc_balance_total,200
81728,_ywgc_balance_total,300
81729,_ywgc_balance_total,150
81731,_ywgc_balance_total,250
81734,_ywgc_balance_total,125
81735,_ywgc_balance_total,200
81742,_ywgc_balance_total,100
81746,_ywgc_balance_total,20
81747,_ywgc_balance_total,400
81749,_ywgc_balance_total,213.55
81751,_ywgc_balance_total,250
81754,_ywgc_balance_total,150
81755,_ywgc_balance_total,150
81756,_ywgc_balance_total,200
81764,_ywgc_balance_total,100
81766,_ywgc_balance_total,100
81767,_ywgc_balance_total,150
81769,_ywgc_balance_total,100
81770,_ywgc_balance_total,150
81771,_ywgc_balance_total,287.45
81775,_ywgc_balance_total,250
81776,_ywgc_balance_total,500
81778,_ywgc_balance_total,225
81782,_ywgc_balance_total,200
81783,_ywgc_balance_total,100
81785,_ywgc_balance_total,110
81786,_ywgc_balance_total,200
81789,_ywgc_balance_total,150
81791,_ywgc_balance_total,100
81793,_ywgc_balance_total,169
81797,_ywgc_balance_total,100
81798,_ywgc_balance_total,100
81801,_ywgc_balance_total,200
81802,_ywgc_balance_total,150
81808,_ywgc_balance_total,300
81809,_ywgc_balance_total,150
81810,_ywgc_balance_total,200
81812,_ywgc_balance_total,60
81815,_ywgc_balance_total,75
81816,_ywgc_balance_total,100
81817,_ywgc_balance_total,300
81820,_ywgc_balance_total,250
81821,_ywgc_balance_total,300
81823,_ywgc_balance_total,100
81832,_ywgc_balance_total,375
81834,_ywgc_balance_total,200
81837,_ywgc_balance_total,200
81845,_ywgc_balance_total,100
81846,_ywgc_balance_total,50
81848,_ywgc_balance_total,100
81855,_ywgc_balance_total,500
81861,_ywgc_balance_total,300
81864,_ywgc_balance_total,250
81867,_ywgc_balance_total,100
81868,_ywgc_balance_total,300
81871,_ywgc_balance_total,300
81872,_ywgc_balance_total,100
81873,_ywgc_balance_total,500
81875,_ywgc_balance_total,200
81880,_ywgc_balance_total,150
81882,_ywgc_balance_total,250
81885,_ywgc_balance_total,225
81886,_ywgc_balance_total,100
81887,_ywgc_balance_total,100
81890,_ywgc_balance_total,100
81892,_ywgc_balance_total,150
81896,_ywgc_balance_total,150
81899,_ywgc_balance_total,500
81901,_ywgc_balance_total,200
81902,_ywgc_balance_total,150
81904,_ywgc_balance_total,150
81907,_ywgc_balance_total,150
81913,_ywgc_balance_total,150
81914,_ywgc_balance_total,150
81915,_ywgc_balance_total,100
81920,_ywgc_balance_total,150
81921,_ywgc_balance_total,500
81923,_ywgc_balance_total,150
81925,_ywgc_balance_total,400
81927,_ywgc_balance_total,200
81931,_ywgc_balance_total,150
81932,_ywgc_balance_total,250
81933,_ywgc_balance_total,100
81938,_ywgc_balance_total,250
81941,_ywgc_balance_total,300
81944,_ywgc_balance_total,300
81946,_ywgc_balance_total,50
81951,_ywgc_balance_total,100
81957,_ywgc_balance_total,300
81961,_ywgc_balance_total,400
81963,_ywgc_balance_total,100
81965,_ywgc_balance_total,125
81966,_ywgc_balance_total,125
81968,_ywgc_balance_total,100
81971,_ywgc_balance_total,200
81973,_ywgc_balance_total,150
81975,_ywgc_balance_total,65.48
81976,_ywgc_balance_total,750
81979,_ywgc_balance_total,750
81980,_ywgc_balance_total,750
81984,_ywgc_balance_total,100
81985,_ywgc_balance_total,200
81987,_ywgc_balance_total,250
81988,_ywgc_balance_total,100
81989,_ywgc_balance_total,150
81990,_ywgc_balance_total,100
81991,_ywgc_balance_total,200
81992,_ywgc_balance_total,50
81993,_ywgc_balance_total,130
81997,_ywgc_balance_total,200
81998,_ywgc_balance_total,150
81999,_ywgc_balance_total,100
82001,_ywgc_balance_total,100
82005,_ywgc_balance_total,125
82007,_ywgc_balance_total,100
82008,_ywgc_balance_total,100
82009,_ywgc_balance_total,100
82010,_ywgc_balance_total,100
82011,_ywgc_balance_total,100
82012,_ywgc_balance_total,100
82013,_ywgc_balance_total,50
82014,_ywgc_balance_total,50
82015,_ywgc_balance_total,50
82016,_ywgc_balance_total,50
82017,_ywgc_balance_total,50
82018,_ywgc_balance_total,25
82019,_ywgc_balance_total,25
82020,_ywgc_balance_total,25
82021,_ywgc_balance_total,25
82022,_ywgc_balance_total,25
82024,_ywgc_balance_total,100
82026,_ywgc_balance_total,200
82030,_ywgc_balance_total,150
82031,_ywgc_balance_total,150
82038,_ywgc_balance_total,50
82039,_ywgc_balance_total,100
82041,_ywgc_balance_total,125
82042,_ywgc_balance_total,125
82044,_ywgc_balance_total,125
82045,_ywgc_balance_total,150
82046,_ywgc_balance_total,150
82048,_ywgc_balance_total,50
82049,_ywgc_balance_total,250
82055,_ywgc_balance_total,193
82057,_ywgc_balance_total,700
82058,_ywgc_balance_total,300
82059,_ywgc_balance_total,150
82060,_ywgc_balance_total,150
82062,_ywgc_balance_total,200
82064,_ywgc_balance_total,100
82067,_ywgc_balance_total,250
82070,_ywgc_balance_total,250
82072,_ywgc_balance_total,200
82073,_ywgc_balance_total,300
82075,_ywgc_balance_total,100
82076,_ywgc_balance_total,150
82077,_ywgc_balance_total,200
82078,_ywgc_balance_total,150
82079,_ywgc_balance_total,125
82081,_ywgc_balance_total,150
82084,_ywgc_balance_total,50
82090,_ywgc_balance_total,150
82092,_ywgc_balance_total,100
82093,_ywgc_balance_total,100
82096,_ywgc_balance_total,100
82098,_ywgc_balance_total,100
82101,_ywgc_balance_total,75
82105,_ywgc_balance_total,50
82106,_ywgc_balance_total,125
82108,_ywgc_balance_total,100
82109,_ywgc_balance_total,100
82110,_ywgc_balance_total,129
82116,_ywgc_balance_total,100
82118,_ywgc_balance_total,400
82120,_ywgc_balance_total,250
82121,_ywgc_balance_total,150
82125,_ywgc_balance_total,200
82128,_ywgc_balance_total,200
82133,_ywgc_balance_total,200
82140,_ywgc_balance_total,300
82141,_ywgc_balance_total,350
82143,_ywgc_balance_total,250
82144,_ywgc_balance_total,125
82150,_ywgc_balance_total,150
82151,_ywgc_balance_total,150
82153,_ywgc_balance_total,150
82159,_ywgc_balance_total,100
82160,_ywgc_balance_total,200
82161,_ywgc_balance_total,200
82162,_ywgc_balance_total,200
82165,_ywgc_balance_total,300
82166,_ywgc_balance_total,100
82167,_ywgc_balance_total,75
82173,_ywgc_balance_total,150
82177,_ywgc_balance_total,50
82178,_ywgc_balance_total,100
82180,_ywgc_balance_total,50
82181,_ywgc_balance_total,75
82184,_ywgc_balance_total,400
82185,_ywgc_balance_total,150
82189,_ywgc_balance_total,150
82190,_ywgc_balance_total,100
82191,_ywgc_balance_total,125
82194,_ywgc_balance_total,150
82198,_ywgc_balance_total,150
82199,_ywgc_balance_total,125
82202,_ywgc_balance_total,150
82203,_ywgc_balance_total,150
82206,_ywgc_balance_total,100
82207,_ywgc_balance_total,200
82209,_ywgc_balance_total,150
82211,_ywgc_balance_total,200
82215,_ywgc_balance_total,300
82218,_ywgc_balance_total,100
82220,_ywgc_balance_total,205
82225,_ywgc_balance_total,300
82227,_ywgc_balance_total,100
82229,_ywgc_balance_total,75
82230,_ywgc_balance_total,100
82232,_ywgc_balance_total,125
82234,_ywgc_balance_total,250
82237,_ywgc_balance_total,25
82238,_ywgc_balance_total,100
82243,_ywgc_balance_total,150
82246,_ywgc_balance_total,300
82248,_ywgc_balance_total,150
82250,_ywgc_balance_total,300
82252,_ywgc_balance_total,100
82255,_ywgc_balance_total,100
82264,_ywgc_balance_total,100
82267,_ywgc_balance_total,200
82268,_ywgc_balance_total,150
82269,_ywgc_balance_total,150
82273,_ywgc_balance_total,150
82277,_ywgc_balance_total,200
82278,_ywgc_balance_total,150
82280,_ywgc_balance_total,100
82285,_ywgc_balance_total,120
82286,_ywgc_balance_total,100
82294,_ywgc_balance_total,150
82303,_ywgc_balance_total,50
82307,_ywgc_balance_total,400
82311,_ywgc_balance_total,240
82313,_ywgc_balance_total,100
82314,_ywgc_balance_total,50
82318,_ywgc_balance_total,50
82319,_ywgc_balance_total,50
82320,_ywgc_balance_total,50
82321,_ywgc_balance_total,200
82322,_ywgc_balance_total,250
82327,_ywgc_balance_total,200
82328,_ywgc_balance_total,150
82330,_ywgc_balance_total,100
82331,_ywgc_balance_total,400
82332,_ywgc_balance_total,100
82335,_ywgc_balance_total,100
82338,_ywgc_balance_total,100
82339,_ywgc_balance_total,150
82343,_ywgc_balance_total,100
82345,_ywgc_balance_total,20
82346,_ywgc_balance_total,20
82347,_ywgc_balance_total,200
82348,_ywgc_balance_total,100
82349,_ywgc_balance_total,100
82352,_ywgc_balance_total,400
82358,_ywgc_balance_total,150
82360,_ywgc_balance_total,200
82361,_ywgc_balance_total,200
82362,_ywgc_balance_total,100
82363,_ywgc_balance_total,250
82365,_ywgc_balance_total,100
82366,_ywgc_balance_total,100
82370,_ywgc_balance_total,200
82371,_ywgc_balance_total,100
82372,_ywgc_balance_total,50
82373,_ywgc_balance_total,200
82374,_ywgc_balance_total,300
82377,_ywgc_balance_total,120
82378,_ywgc_balance_total,130
82380,_ywgc_balance_total,200
82384,_ywgc_balance_total,175
82385,_ywgc_balance_total,250
82386,_ywgc_balance_total,250
82387,_ywgc_balance_total,20
82389,_ywgc_balance_total,50
82390,_ywgc_balance_total,50
82391,_ywgc_balance_total,225
82392,_ywgc_balance_total,100
82395,_ywgc_balance_total,200
82397,_ywgc_balance_total,200
82400,_ywgc_balance_total,1500
82401,_ywgc_balance_total,100
82404,_ywgc_balance_total,150
82406,_ywgc_balance_total,150
82407,_ywgc_balance_total,200
82411,_ywgc_balance_total,200
82414,_ywgc_balance_total,50
82415,_ywgc_balance_total,100
82418,_ywgc_balance_total,150
82420,_ywgc_balance_total,110
82421,_ywgc_balance_total,100
82425,_ywgc_balance_total,100
82429,_ywgc_balance_total,75
82431,_ywgc_balance_total,200
82432,_ywgc_balance_total,200
82434,_ywgc_balance_total,250
82435,_ywgc_balance_total,200
82438,_ywgc_balance_total,100
82444,_ywgc_balance_total,200
82445,_ywgc_balance_total,100
82446,_ywgc_balance_total,150
82447,_ywgc_balance_total,150
82449,_ywgc_balance_total,100
82455,_ywgc_balance_total,200
82456,_ywgc_balance_total,150
82457,_ywgc_balance_total,75
82460,_ywgc_balance_total,100
82464,_ywgc_balance_total,100
82466,_ywgc_balance_total,500
82469,_ywgc_balance_total,400
82470,_ywgc_balance_total,100
82473,_ywgc_balance_total,100
82476,_ywgc_balance_total,250
82477,_ywgc_balance_total,75
82480,_ywgc_balance_total,150
82481,_ywgc_balance_total,200
82485,_ywgc_balance_total,100
82487,_ywgc_balance_total,150
82492,_ywgc_balance_total,100
82494,_ywgc_balance_total,150
82495,_ywgc_balance_total,50
82496,_ywgc_balance_total,150
82497,_ywgc_balance_total,50
82501,_ywgc_balance_total,100
82503,_ywgc_balance_total,600
82507,_ywgc_balance_total,160
82509,_ywgc_balance_total,150
82512,_ywgc_balance_total,200
82516,_ywgc_balance_total,25
82517,_ywgc_balance_total,200
82519,_ywgc_balance_total,250
82522,_ywgc_balance_total,140
82526,_ywgc_balance_total,200
82527,_ywgc_balance_total,100
82528,_ywgc_balance_total,150
82531,_ywgc_balance_total,200
82532,_ywgc_balance_total,100
82533,_ywgc_balance_total,150
82534,_ywgc_balance_total,250
82538,_ywgc_balance_total,250
82539,_ywgc_balance_total,150
82541,_ywgc_balance_total,75
82544,_ywgc_balance_total,150
82547,_ywgc_balance_total,150
82549,_ywgc_balance_total,100
82553,_ywgc_balance_total,400
82554,_ywgc_balance_total,300
82555,_ywgc_balance_total,125
82556,_ywgc_balance_total,250
82559,_ywgc_balance_total,75
82561,_ywgc_balance_total,100
82564,_ywgc_balance_total,75
82568,_ywgc_balance_total,100
82579,_ywgc_balance_total,20
82581,_ywgc_balance_total,100
82584,_ywgc_balance_total,200
82587,_ywgc_balance_total,150
82596,_ywgc_balance_total,150
82597,_ywgc_balance_total,60
82606,_ywgc_balance_total,100
82607,_ywgc_balance_total,100
82608,_ywgc_balance_total,160
82610,_ywgc_balance_total,350
82612,_ywgc_balance_total,150
82613,_ywgc_balance_total,250
82614,_ywgc_balance_total,200
82615,_ywgc_balance_total,150
82616,_ywgc_balance_total,200
82620,_ywgc_balance_total,200
82622,_ywgc_balance_total,200
82624,_ywgc_balance_total,300
82626,_ywgc_balance_total,500
82627,_ywgc_balance_total,500
82628,_ywgc_balance_total,100
82629,_ywgc_balance_total,250
82632,_ywgc_balance_total,600
82636,_ywgc_balance_total,150
82645,_ywgc_balance_total,200
82646,_ywgc_balance_total,100
82647,_ywgc_balance_total,150
82648,_ywgc_balance_total,400
82654,_ywgc_balance_total,250
82656,_ywgc_balance_total,25
82661,_ywgc_balance_total,300
82673,_ywgc_balance_total,300
82676,_ywgc_balance_total,300
82677,_ywgc_balance_total,100
82678,_ywgc_balance_total,100
82679,_ywgc_balance_total,300
82680,_ywgc_balance_total,200
82681,_ywgc_balance_total,100
82683,_ywgc_balance_total,200
82684,_ywgc_balance_total,250
82685,_ywgc_balance_total,250
82689,_ywgc_balance_total,100
82693,_ywgc_balance_total,300
82694,_ywgc_balance_total,300
82695,_ywgc_balance_total,25
82696,_ywgc_balance_total,175
82697,_ywgc_balance_total,125
82701,_ywgc_balance_total,90
82705,_ywgc_balance_total,400
82707,_ywgc_balance_total,100
82709,_ywgc_balance_total,25
82715,_ywgc_balance_total,350
82718,_ywgc_balance_total,35
82719,_ywgc_balance_total,200
82720,_ywgc_balance_total,160
82722,_ywgc_balance_total,300
82724,_ywgc_balance_total,40
82726,_ywgc_balance_total,400
82728,_ywgc_balance_total,300
82731,_ywgc_balance_total,75
82732,_ywgc_balance_total,50
82736,_ywgc_balance_total,500
82738,_ywgc_balance_total,100
82741,_ywgc_balance_total,200
82743,_ywgc_balance_total,100
82744,_ywgc_balance_total,250
82746,_ywgc_balance_total,250
82750,_ywgc_balance_total,150
82756,_ywgc_balance_total,100
82757,_ywgc_balance_total,200
82758,_ywgc_balance_total,425
82763,_ywgc_balance_total,169
82765,_ywgc_balance_total,150
82768,_ywgc_balance_total,150
82770,_ywgc_balance_total,200
82771,_ywgc_balance_total,250
82773,_ywgc_balance_total,200
82776,_ywgc_balance_total,200
82777,_ywgc_balance_total,75
82780,_ywgc_balance_total,200
82784,_ywgc_balance_total,300
82785,_ywgc_balance_total,300
82786,_ywgc_balance_total,200
82787,_ywgc_balance_total,100
82788,_ywgc_balance_total,75
82789,_ywgc_balance_total,100
82795,_ywgc_balance_total,100
82796,_ywgc_balance_total,100
82797,_ywgc_balance_total,150
82798,_ywgc_balance_total,100
82800,_ywgc_balance_total,200
82803,_ywgc_balance_total,20
82804,_ywgc_balance_total,100
82808,_ywgc_balance_total,500
82812,_ywgc_balance_total,125
82813,_ywgc_balance_total,225
82815,_ywgc_balance_total,100
82816,_ywgc_balance_total,100
82817,_ywgc_balance_total,150
82818,_ywgc_balance_total,150
82822,_ywgc_balance_total,150
82823,_ywgc_balance_total,200
82824,_ywgc_balance_total,200
82825,_ywgc_balance_total,100
82827,_ywgc_balance_total,200
82828,_ywgc_balance_total,200
82834,_ywgc_balance_total,200
82835,_ywgc_balance_total,75
82842,_ywgc_balance_total,150
82844,_ywgc_balance_total,150
82848,_ywgc_balance_total,200
82849,_ywgc_balance_total,500
82856,_ywgc_balance_total,150
82857,_ywgc_balance_total,200
82858,_ywgc_balance_total,750
82859,_ywgc_balance_total,150
82860,_ywgc_balance_total,150
82861,_ywgc_balance_total,250
82862,_ywgc_balance_total,200
82864,_ywgc_balance_total,350
82865,_ywgc_balance_total,150
82868,_ywgc_balance_total,100
82874,_ywgc_balance_total,250
82875,_ywgc_balance_total,100
82876,_ywgc_balance_total,50
82886,_ywgc_balance_total,100
82887,_ywgc_balance_total,200
82889,_ywgc_balance_total,200
82890,_ywgc_balance_total,200
82892,_ywgc_balance_total,200
82893,_ywgc_balance_total,150
82895,_ywgc_balance_total,1250
82896,_ywgc_balance_total,200
82897,_ywgc_balance_total,100
82898,_ywgc_balance_total,200
82902,_ywgc_balance_total,100
82905,_ywgc_balance_total,300
82908,_ywgc_balance_total,200
82909,_ywgc_balance_total,200
82917,_ywgc_balance_total,30
82920,_ywgc_balance_total,100
82921,_ywgc_balance_total,100
82923,_ywgc_balance_total,600
82926,_ywgc_balance_total,75
82928,_ywgc_balance_total,50
82939,_ywgc_balance_total,500
82942,_ywgc_balance_total,125
82946,_ywgc_balance_total,200
82948,_ywgc_balance_total,300
82950,_ywgc_balance_total,300
82952,_ywgc_balance_total,150
82955,_ywgc_balance_total,200
82958,_ywgc_balance_total,245
82962,_ywgc_balance_total,200
82964,_ywgc_balance_total,200
82966,_ywgc_balance_total,25
82967,_ywgc_balance_total,50
82968,_ywgc_balance_total,160
82972,_ywgc_balance_total,300
82974,_ywgc_balance_total,100
82976,_ywgc_balance_total,100
82977,_ywgc_balance_total,250
82978,_ywgc_balance_total,200
82981,_ywgc_balance_total,50
82982,_ywgc_balance_total,50
82984,_ywgc_balance_total,160
82988,_ywgc_balance_total,100
82989,_ywgc_balance_total,500
82991,_ywgc_balance_total,100
82992,_ywgc_balance_total,125
82993,_ywgc_balance_total,125
82998,_ywgc_balance_total,200
83001,_ywgc_balance_total,200
83007,_ywgc_balance_total,200
83009,_ywgc_balance_total,200
83012,_ywgc_balance_total,275
83015,_ywgc_balance_total,750
83017,_ywgc_balance_total,750
83018,_ywgc_balance_total,750
83020,_ywgc_balance_total,750
83021,_ywgc_balance_total,750
83025,_ywgc_balance_total,100
83029,_ywgc_balance_total,150
83030,_ywgc_balance_total,250
83038,_ywgc_balance_total,100
83041,_ywgc_balance_total,50
83043,_ywgc_balance_total,150
83047,_ywgc_balance_total,100
83049,_ywgc_balance_total,150
83050,_ywgc_balance_total,200
83058,_ywgc_balance_total,750
83061,_ywgc_balance_total,100
83062,_ywgc_balance_total,50
83069,_ywgc_balance_total,250
83072,_ywgc_balance_total,250
83075,_ywgc_balance_total,45
83078,_ywgc_balance_total,200
83079,_ywgc_balance_total,150
83082,_ywgc_balance_total,150
83086,_ywgc_balance_total,50
83087,_ywgc_balance_total,50
83088,_ywgc_balance_total,100
83089,_ywgc_balance_total,300
83091,_ywgc_balance_total,200
83092,_ywgc_balance_total,180
83093,_ywgc_balance_total,150
83094,_ywgc_balance_total,250
83099,_ywgc_balance_total,100
83102,_ywgc_balance_total,100
83103,_ywgc_balance_total,300
83104,_ywgc_balance_total,250
83105,_ywgc_balance_total,250
83106,_ywgc_balance_total,250
83108,_ywgc_balance_total,400
83116,_ywgc_balance_total,100
83123,_ywgc_balance_total,250
83124,_ywgc_balance_total,200
83131,_ywgc_balance_total,100
83134,_ywgc_balance_total,100
83139,_ywgc_balance_total,100
83140,_ywgc_balance_total,250
83141,_ywgc_balance_total,350
83146,_ywgc_balance_total,175
83147,_ywgc_balance_total,200
83148,_ywgc_balance_total,50
83150,_ywgc_balance_total,200
83155,_ywgc_balance_total,275
83160,_ywgc_balance_total,260
83167,_ywgc_balance_total,350
83170,_ywgc_balance_total,150
83178,_ywgc_balance_total,225
83179,_ywgc_balance_total,100
83180,_ywgc_balance_total,100
83182,_ywgc_balance_total,100
83183,_ywgc_balance_total,120
83184,_ywgc_balance_total,120
83187,_ywgc_balance_total,60
83191,_ywgc_balance_total,150
83195,_ywgc_balance_total,100
83201,_ywgc_balance_total,200
83204,_ywgc_balance_total,175
83205,_ywgc_balance_total,50
83208,_ywgc_balance_total,150
83209,_ywgc_balance_total,150
83210,_ywgc_balance_total,100
83216,_ywgc_balance_total,100
83217,_ywgc_balance_total,250
83219,_ywgc_balance_total,125
83229,_ywgc_balance_total,100
83231,_ywgc_balance_total,300
83232,_ywgc_balance_total,250
83235,_ywgc_balance_total,150
83236,_ywgc_balance_total,120
83237,_ywgc_balance_total,200
83242,_ywgc_balance_total,200
83243,_ywgc_balance_total,100
83244,_ywgc_balance_total,250
83245,_ywgc_balance_total,200
83247,_ywgc_balance_total,400
83248,_ywgc_balance_total,150
83250,_ywgc_balance_total,150
83251,_ywgc_balance_total,200
83256,_ywgc_balance_total,150
83259,_ywgc_balance_total,200
83260,_ywgc_balance_total,200
83261,_ywgc_balance_total,100
83263,_ywgc_balance_total,400
83265,_ywgc_balance_total,250
83268,_ywgc_balance_total,500
83269,_ywgc_balance_total,100
83270,_ywgc_balance_total,500
83276,_ywgc_balance_total,125
83280,_ywgc_balance_total,300
83285,_ywgc_balance_total,200
83286,_ywgc_balance_total,250
83287,_ywgc_balance_total,250
83290,_ywgc_balance_total,100
83298,_ywgc_balance_total,100
83299,_ywgc_balance_total,100
83302,_ywgc_balance_total,100
83307,_ywgc_balance_total,100
83309,_ywgc_balance_total,200
83310,_ywgc_balance_total,150
83311,_ywgc_balance_total,250
83313,_ywgc_balance_total,75
83319,_ywgc_balance_total,500
83320,_ywgc_balance_total,500
83323,_ywgc_balance_total,150
83324,_ywgc_balance_total,125
83327,_ywgc_balance_total,750
83328,_ywgc_balance_total,250
83332,_ywgc_balance_total,75
83333,_ywgc_balance_total,300
83335,_ywgc_balance_total,325
83337,_ywgc_balance_total,200
83339,_ywgc_balance_total,40
83348,_ywgc_balance_total,400
83353,_ywgc_balance_total,470
83359,_ywgc_balance_total,300
83361,_ywgc_balance_total,100
83362,_ywgc_balance_total,125
83363,_ywgc_balance_total,50
83365,_ywgc_balance_total,200
83369,_ywgc_balance_total,100
83372,_ywgc_balance_total,200
83373,_ywgc_balance_total,1000
83377,_ywgc_balance_total,300
83378,_ywgc_balance_total,1400
83379,_ywgc_balance_total,150
83383,_ywgc_balance_total,100
83385,_ywgc_balance_total,400
83387,_ywgc_balance_total,200
83393,_ywgc_balance_total,200
83394,_ywgc_balance_total,100
83397,_ywgc_balance_total,500
83398,_ywgc_balance_total,150
83399,_ywgc_balance_total,250
83400,_ywgc_balance_total,100
83402,_ywgc_balance_total,200
83407,_ywgc_balance_total,100
83409,_ywgc_balance_total,250
83410,_ywgc_balance_total,100
83411,_ywgc_balance_total,100
83416,_ywgc_balance_total,75
83418,_ywgc_balance_total,200
83419,_ywgc_balance_total,200
83420,_ywgc_balance_total,300
83423,_ywgc_balance_total,200
83427,_ywgc_balance_total,100
83435,_ywgc_balance_total,100
83438,_ywgc_balance_total,300
83439,_ywgc_balance_total,200
83444,_ywgc_balance_total,100
83446,_ywgc_balance_total,200
83447,_ywgc_balance_total,100
83453,_ywgc_balance_total,20
83456,_ywgc_balance_total,1000
83458,_ywgc_balance_total,200
83462,_ywgc_balance_total,250
83468,_ywgc_balance_total,500
83472,_ywgc_balance_total,100
83473,_ywgc_balance_total,150
83476,_ywgc_balance_total,300
83478,_ywgc_balance_total,150
83485,_ywgc_balance_total,200
83486,_ywgc_balance_total,200
83489,_ywgc_balance_total,300
83493,_ywgc_balance_total,200
83494,_ywgc_balance_total,200
83496,_ywgc_balance_total,150
83497,_ywgc_balance_total,50
83500,_ywgc_balance_total,100
83503,_ywgc_balance_total,200
83504,_ywgc_balance_total,250
83506,_ywgc_balance_total,200
83510,_ywgc_balance_total,300
83511,_ywgc_balance_total,350
83513,_ywgc_balance_total,450
83518,_ywgc_balance_total,150
83519,_ywgc_balance_total,350
83524,_ywgc_balance_total,500
83525,_ywgc_balance_total,200
83527,_ywgc_balance_total,200
83529,_ywgc_balance_total,200
83530,_ywgc_balance_total,100
83533,_ywgc_balance_total,50
83534,_ywgc_balance_total,230
83537,_ywgc_balance_total,150
83540,_ywgc_balance_total,150
83542,_ywgc_balance_total,200
83545,_ywgc_balance_total,200
83546,_ywgc_balance_total,500
83547,_ywgc_balance_total,250
83550,_ywgc_balance_total,150
83560,_ywgc_balance_total,250
83562,_ywgc_balance_total,300
83566,_ywgc_balance_total,100
83569,_ywgc_balance_total,50
83575,_ywgc_balance_total,200
83579,_ywgc_balance_total,200
83582,_ywgc_balance_total,150
83583,_ywgc_balance_total,100
83588,_ywgc_balance_total,100
83590,_ywgc_balance_total,150
83592,_ywgc_balance_total,100
83596,_ywgc_balance_total,50
83597,_ywgc_balance_total,150
83598,_ywgc_balance_total,200
